index	x	y
27610	6.164622294	-4.09643518511
59038	-3.34857630829	-33.7183955889
59039	32.2365432008	2.2459692688
59032	-28.2232141273	-1.55923396783
59033	22.2878551792	-24.5831713169
59030	14.0137116826	10.7768699785
44705	12.8241338015	27.8576907944
54307	-32.5170798001	-12.8130223059
59037	-9.3428555909	11.1788687005
59034	3.43001592933	-2.78417083424
59035	3.20428468608	-2.09427931833
42529	30.9084938991	-5.52705147289
63792	-14.1052331531	11.7968336902
66301	-29.3314075645	1.79603748031
66200	34.9607141873	14.3211577981
52833	26.9840355613	-2.11763118953
16881	7.44367517249	-31.456670643
54306	-3.10686570097	-6.12619671499
47671	5.28517172995	32.8130216091
12833	18.6329296478	-18.537736056
12832	-20.8023683358	-25.2806068956
12831	-11.3260657938	-14.4754836723
12830	-9.0159541852	26.8781332701
8549	-1.23713421589	-6.37058367165
12836	30.4288698444	21.9973150924
12835	0.791902934042	-11.3741596048
12834	-15.0138318092	7.97019302339
8545	17.3858606527	26.9453443385
8544	-10.3327026235	-6.92950996048
8547	14.4886696993	-5.78569165284
12838	-17.5284780758	21.0479624747
8541	5.26341207286	-5.07893596367
8540	27.1092725714	22.8872958145
8543	24.995505846	-12.5677016352
8542	0.110108323596	11.1205491053
52832	19.6253247848	-13.7848663819
68726	-13.5253406236	15.1414151179
66504	-28.5370713747	-2.61046980051
66122	-3.11513388548	19.5822979566
50419	18.7389856501	9.32624833629
50418	5.34455983509	8.95601634886
66500	-8.67418728841	15.0149655057
66501	-19.6343903499	14.7957471848
66502	30.2701398742	16.2693104999
66123	-32.0181389134	1.66792254991
50413	-15.871124858	25.1867945207
50412	14.8182645023	11.1372719117
50411	-4.34357785711	-9.05355779559
50410	-19.1913079466	14.8849244099
50417	31.8793444142	2.35780497506
23127	-33.4638151782	0.853589314226
50415	-17.9789837434	19.5934380457
50414	-25.4293787927	18.892619582
55629	12.6644573444	-22.0146448314
23126	23.3939171159	-23.2005023715
55623	-17.0765099072	20.331016787
55622	-7.81347729181	10.550724606
55621	-30.3221155167	-7.85927672192
55620	-0.919064103013	-34.795642467
29234	-18.4156272268	-22.918565524
55626	-29.2976929232	-1.49932667841
55625	-7.03204866712	-3.6608733152
55624	-7.18528221058	1.43793620917
52811	-28.3488200632	-2.81681985411
52810	21.0480693579	16.86159697
52813	-29.3172471408	0.772449817235
52812	18.6562871194	7.54444269544
52815	-18.8639035745	-22.7090664299
52814	6.10764163605	19.350245534
22678	19.4360962538	5.12416243132
22679	22.488029545	6.54406009863
22676	26.2815237459	8.33626621423
22677	23.9872975608	16.3207144423
22674	3.60620983352	11.6487754601
22675	-32.9004907708	-0.584822488373
22672	-12.2659577618	9.03649738895
22673	-0.930863103867	-9.30528176418
22670	-11.0573833467	-29.4229963725
22671	9.35438760195	20.7015183566
60902	1.85494340721	-1.5024523285
15555	-23.4979047897	-19.7041112381
16884	-10.6212831924	-27.1718346996
60901	-20.002642008	-15.4464663547
60906	22.5727484122	15.6161021186
60907	24.4473913701	16.6134102954
26568	-22.0913916004	-26.3938372097
15554	13.1553494999	-27.0692517918
26566	-5.15144039582	-36.3649838163
26567	-32.3121259546	1.08046893993
26564	24.284092446	-21.9141041911
26565	23.5306248225	-14.6221003191
26562	24.4624874111	14.5255824963
15557	39.2481095522	9.47837846628
26560	17.8500383015	9.8123896185
26561	20.3159276541	-15.0685043369
15556	-23.7257690435	-25.2882074441
70789	34.8044981931	14.3772352318
15551	-3.76532018136	-34.9183342766
15550	11.169609008	-27.5877757103
65268	28.6280285208	-1.88297579302
15553	28.1155496921	-18.8332768587
59730	-10.0527889979	5.88982123874
49160	25.3408336513	3.75256142724
65265	-6.6383800487	-3.19147825055
65266	-1.69937826467	-31.5159875529
15552	3.10739076199	-8.29071563964
63793	-29.6120568577	0.20717703773
65261	-13.922532397	17.1052217762
65262	35.1836097967	14.2459442939
65263	-0.601492869803	17.6305770609
393	23.3854471559	-5.83313001074
392	12.0726910144	-8.16151990456
391	-3.33359978373	-0.0156585378561
390	11.3208410562	-10.2837822275
397	3.33777390771	-12.4908750343
396	-25.7039682247	-20.1094991655
395	10.254854509	-11.032317417
394	-4.04025672335	-0.656257500336
59735	-7.23418054899	-4.09020182368
399	-10.0265134148	5.10760719717
398	8.31108650305	-5.18967489525
41069	1.04017505676	0.839866601054
54301	11.0314205844	-22.3100522353
48913	-4.03806832628	5.55233069192
15558	-5.27607262553	-21.3976198441
32224	-19.1757636578	-17.2665169034
32225	-21.091743658	15.1919525181
32226	-26.7201606172	-11.9874872023
32227	4.75341435465	5.31016948618
32220	-19.4128115373	17.1407282099
32221	-22.5186511203	24.8559891129
32222	2.80492788918	-24.4498942144
32223	2.80149754335	-0.861328275634
32228	-4.27806609677	-9.70336624347
32229	37.12033282	-5.46750661759
54300	-2.38970580249	13.9370172624
41067	12.145623792	-18.8481838813
3748	0.126637147656	-33.8927164016
3749	-12.337980339	4.24967994938
3746	17.4437916729	4.16681154983
3747	-1.1718427351	-12.5983339451
3744	-12.5439828401	1.97544344748
3745	8.18862297042	9.26313985264
3742	26.4538340088	10.0024176984
3743	-14.2657211341	6.5088558134
3740	-12.0936510081	-4.86737830777
3741	25.6353634661	15.9102629234
69644	20.3448305989	-3.76653268265
57661	-12.7702817247	21.5006308534
57660	7.87881173728	26.6392830711
57662	11.7191191655	-22.4115615892
57665	6.35096557634	-2.46479183526
57664	3.20980339364	-23.3043570617
57667	-2.63711607488	-36.4896663158
57666	-33.2742144083	-12.905629734
57669	20.972493449	-15.0583476623
57668	-25.5710201202	11.6246725385
58708	-16.8533692067	0.193920259387
69645	-31.9482919817	0.312315315393
52103	-5.09947298382	-0.969027822643
52102	-5.07089567612	-24.4594360971
52101	8.17937992524	33.7313567949
52100	-7.25086128506	28.4526427479
52107	24.5588320185	9.50832762562
52106	4.29643706584	12.7316309735
52105	35.2742351795	14.229156163
52104	18.1142690748	-2.15478167645
52109	9.72534744468	21.916884492
52108	-10.5998223966	-23.747230503
70788	-0.228535507862	17.3157451492
69642	-30.3361602529	15.8830768423
60018	-0.424492185161	18.2689478618
60019	-4.65382620209	32.8347228984
60014	6.06309317436	6.43601877321
60015	-22.542663982	7.81561993523
60016	9.60463265223	-21.8893041935
60017	-4.62618178405	-6.43302741101
60010	-11.5132902318	-13.3329656837
60011	20.2393021243	15.2190804972
49163	-20.6255932131	-23.2944413199
60013	34.8949748859	14.3145193952
31162	14.6154236467	13.0741353535
31163	-19.2091487449	-23.8925735891
69643	-11.4414137289	17.1000207521
21930	11.5785252556	-36.7357529767
21931	-3.81425101138	5.86381117591
21932	-21.9264862084	-24.0648622995
21933	-29.9682028645	3.28029634975
21934	27.6629188733	8.41140748406
21935	-11.386337807	-27.9957185694
21936	-5.66810309461	-28.8793131604
21937	-24.4362360898	4.78306013782
21938	22.815193213	2.34572769709
21939	-3.38569814585	23.4514419235
67349	16.0528510162	22.0648074507
69640	-19.9448395427	14.0179637448
57085	1.29945685641	-30.015752953
57084	9.9925737378	0.832162651695
57087	-10.5632730966	-23.6351465755
57086	-15.4796438654	24.4543185332
57081	15.536465132	11.3130312481
57080	-6.17729727404	-9.23713379387
57083	26.2974538367	10.152724092
57082	18.5187338222	7.80325581893
57089	-34.1266984791	0.204648854125
31168	-3.07787169087	-5.1063158607
69211	26.9414406502	-4.63298861186
19973	-15.2591751867	-1.52803337845
31169	-21.6907871405	0.825717124432
19972	-6.75413069224	-7.71341405895
69641	15.6196829295	-1.02406687543
19971	-20.4321497789	26.8059407724
19970	4.06535506661	-5.39376344882
29232	37.0338096325	-5.40658251062
16709	23.4167357825	-22.4602398795
60831	-6.62868865992	-3.15487614925
16708	-25.4887390572	-11.5640117702
6819	-26.4548485617	-16.7798566224
6818	-10.9194472713	-10.2630443327
66150	-15.3710714167	17.6919309904
19975	-18.0064457251	24.1578798779
6811	-21.5632191185	7.38492978763
6810	31.8614137987	-12.5707450102
6813	26.1556857544	-0.917825647735
6812	3.81828813395	18.2376139153
6815	-0.291237500287	-1.29943357688
6814	-30.1587266873	-16.0153217005
6817	-7.0007256306	-12.4400195747
6816	3.78818126702	-17.5230632898
9757	-11.7575110787	27.1604659986
9756	-1.12617687547	-20.0528937106
9755	6.70971569546	10.2602510803
9754	27.933491165	-1.69718605084
9753	23.8736752301	-24.1597826165
9752	-22.2275686077	-20.2145426097
9751	-9.29598136036	-33.1816835287
9750	-17.8325166413	24.5147954422
19979	-14.9451248059	0.185729324251
9759	7.58619387268	-30.365947043
9758	20.0646172907	-19.5768270513
24146	-19.8079754445	18.9330864164
24147	-10.9056002846	-3.7991413746
24144	4.24348564649	-5.94927695286
19978	-20.2408721087	18.6362966796
24142	18.4710406565	-15.1172273175
24143	-1.96601780344	-0.429062875964
24140	0.904941005602	-3.49326189448
24141	26.2619739912	-7.19444516353
37308	5.27914249654	9.03235711426
37309	-17.9697498365	-16.3779936017
24148	23.2441294542	-22.7839641369
24149	-0.18890305175	14.2539728322
58933	-9.94289052636	28.5106003388
49162	0.00112207889251	21.2965379804
62209	-19.8955057125	15.1238027957
55839	32.8812570348	-10.8860924644
59959	-2.94108399194	-6.26182553828
59958	-0.948196380631	1.42706587922
37078	9.81421404832	5.09896401579
59951	16.1947104936	0.802179154191
59950	-21.2759454964	24.3313089847
59953	20.5665404933	15.62572856
37079	0.416197464763	20.8758524762
59955	21.3367253351	3.27137871467
59954	13.6580882736	28.8381114886
59957	-17.0363088898	18.0761340338
59956	-18.6434941545	-14.231935419
33757	-10.2123806167	-3.14167551463
66858	-10.2267405066	35.7690050442
33756	-3.76285863506	23.213956937
58262	-9.97373758778	19.3289854489
33755	-15.9601596578	-4.56404184178
67348	30.2830007798	-5.50106533935
33754	26.3060715915	-7.10230422061
33753	10.6103156488	21.8738925949
33752	-5.5685007201	-21.2615351319
49822	-7.56317056533	0.852029384978
68348	-7.41583227342	10.7959915344
33751	-2.72347429489	-12.7612241307
68344	-6.26319857918	-24.5622701264
68345	2.39133352794	-3.44330846393
68346	-3.1958551035	18.7988593378
33750	-6.98839811415	9.75070003998
68340	13.706763977	1.38237326817
68341	15.3280977108	2.29941714435
68342	-5.53269533855	18.0482150575
68343	-15.5507899344	22.3334312464
67378	-2.23941821571	-31.3137919367
67379	-4.79884070506	-7.38838846992
67374	-8.68092567448	-3.92177494667
67375	13.7559684915	26.4538180239
67376	-18.7994796051	-20.569972137
67377	30.6228477241	14.1071039718
67088	8.10723820211	33.7106301451
67371	4.4440394099	25.1295969884
67372	11.2564079336	6.74245639994
67373	22.5772655424	16.9366372731
51372	-12.9034916667	-9.86437706422
52468	21.7891967621	-23.9711688038
68882	4.28663379696	-22.2730136843
52469	-32.8394475023	-8.39755890544
69726	-2.74267446197	17.1507577303
30334	-32.2826803525	1.28012377446
30226	-24.0886815178	-3.25252959997
30336	-2.63447310754	2.96659284627
30337	0.114730391934	21.7767675384
30330	-30.021054087	1.85034560211
24866	4.48677340411	33.9658931388
30332	15.9063106806	22.2398352591
30227	-5.06460114616	-3.12836832295
30338	13.9387262579	0.122191692112
30224	-30.9041565527	1.26799713697
44805	10.5692770579	29.4662062318
30225	13.3509666398	-22.8245972373
44804	-21.5005707178	1.45385766219
30222	-30.365070454	15.8736096345
43059	-0.588859918276	-10.6438967448
44807	12.7479942839	26.9357425082
30223	-19.0353286947	7.93607198053
52460	16.8873643609	-0.626844257277
44806	8.10772172048	35.0101736074
30220	-3.70100392497	-23.256964117
52461	-6.69348613725	-35.4572556503
44801	21.1677683543	-2.77487757211
30221	2.90951263147	-23.5455725159
69299	-19.4453629929	-12.8651552995
52462	-28.5063506636	-2.80192804214
44800	-3.65800422356	-4.27594130862
52463	-8.27174864393	17.9142499177
44803	20.0756589774	-2.99544773627
69720	22.1985349512	-7.90797603068
52464	-31.3261383398	-1.01807182932
66859	32.1630620938	-10.9560026835
44802	19.2596067849	5.1031269216
52465	28.3528437528	-1.93532343914
71879	22.6092560328	16.9460081987
52467	38.0664946095	4.52019924282
53143	-15.1261910977	16.3812184913
35218	-0.23339369345	-10.0311904705
35219	4.49759651069	34.6258517885
53563	-3.30060871369	-30.0929006639
35214	-5.35089812209	3.62367337049
35215	-6.71328046913	13.1439146823
35216	30.4562759826	2.89145359379
35217	20.5563391638	15.5998692502
35210	-2.41924637288	-5.27126014223
35211	-19.8452039532	-12.6520075237
35212	16.8586859894	21.2611803763
35213	-18.9683692218	-16.3480205304
23266	14.1897864394	-17.3610978911
23267	-9.74511270723	-33.2476817093
23264	2.19012658401	18.1180218655
23265	25.2120103519	9.03318551461
23262	28.2935276047	-1.98295742564
23263	25.5470676553	25.5807588136
23260	6.2780482941	8.60420321305
23261	-8.05061584264	-35.8974952867
23268	11.4240947046	-36.0023694893
23269	-2.27522748843	-12.8752135345
50039	-9.92761190832	1.55981318885
67089	10.8272940285	6.2742232415
69722	13.8751338392	1.66396281347
63022	13.2106818206	25.9585406746
50038	-17.1722770543	20.3138814327
63023	-6.60696949414	-3.07284795663
50080	11.4628202176	-34.7101297511
10703	-12.1846148054	-1.54476640255
23753	-5.77732556461	-35.7578288105
10702	-1.17374576567	-11.336643191
59824	-17.6226648473	11.6410520418
10701	-9.27084118536	-4.02131715773
43859	5.25550890719	8.78258970574
10700	-11.933062789	-13.8304074161
43853	4.62780666673	11.8495303202
10707	0.105438758888	-6.6162076522
43851	24.7014546963	8.85398189129
43850	4.95292931565	13.7914694172
43857	-22.7580391014	7.84142850991
43856	21.1115857655	3.15988737498
43855	-6.73475708533	-4.38053860719
10706	27.1561323753	-0.338422956797
10705	-24.175814196	4.26248794398
50030	16.8602262981	21.1624009458
67229	-11.1918481662	17.3074995274
10704	-14.9263256033	-2.39832008403
49164	-10.6528646801	-29.9346990253
6778	4.94567584157	-4.86091559145
6779	-12.8701260494	-1.50892284024
6774	-13.3067907194	-31.7782088453
6775	26.2633090384	9.30265283081
6776	-24.7578541609	-10.888176158
6777	6.18913722591	8.86252150391
6770	25.4986873842	25.7547710223
6771	-9.20534929735	-27.3708123792
6772	22.696530973	1.30960049713
6773	-27.8809022954	-15.7913041336
23751	14.5199573536	27.5967947092
69298	20.3380405616	-3.79644500092
50037	-4.76248388017	-6.38831841586
46797	-4.48814036424	-9.16339736841
50036	8.42154255402	33.6270353168
46796	19.7262750546	-9.01378558623
61475	-19.9571229094	-13.1114260337
44662	-6.84161783217	13.3247606887
61474	-9.88402111877	-24.6627107442
61477	-7.51394921487	-4.92413545754
23756	33.4507047098	1.61732208263
49565	19.7589361093	-8.95050540255
71529	5.35894559263	34.2358959225
61476	-6.60634371567	-21.7208413455
62133	13.1970174784	24.3407714945
49564	20.2456171609	3.60581922546
46799	36.0341698364	-4.70488352041
46798	13.4341541288	16.4089028332
49561	-6.35256360653	-9.34793196306
23757	-10.528296052	-23.6385548808
49560	24.6020601763	-13.427188055
55201	11.4839550689	-22.9236812372
49563	-5.94836381473	-36.0525923861
55200	-16.7788970868	16.8404856988
69729	-12.6562102367	13.8859515952
49562	16.2189985154	21.9807545826
55203	4.06971635436	32.3757655116
44664	-34.0236450794	-9.6635837867
32601	21.0837271218	-1.73378211622
55205	22.2897443915	-24.5532484544
53064	-13.7418036	11.8730601802
55204	-13.8849205206	19.4132072616
68880	-28.3867312974	-2.3869793979
24376	-20.1511468685	-15.6182036759
69728	-2.5444455237	-31.4713102159
55206	25.1935079831	24.5443503445
66323	19.1486032955	-31.2984483807
58460	-23.5687416369	20.9231600947
64281	13.123242597	25.896293512
42810	-14.0862308449	0.020204715773
42811	8.63865035198	21.6883688378
42812	25.9199834875	25.3889245258
42813	-9.5678361609	-4.17726999843
42814	-6.81606267631	10.5354839281
42815	16.0975245219	22.0356473356
42816	-0.645931747453	-4.86258985874
42817	-13.5958957143	17.0218989978
42818	15.080044636	11.33275286
42819	-18.2199121417	17.5777678411
58461	5.95258514389	10.6126611188
64755	17.0224860103	5.70974975339
58314	-14.6411296049	16.1711206397
5058	-15.5195600417	-26.9480052369
5059	-9.37810036865	0.286305273938
59865	-8.56337958247	16.6878126764
5054	-2.46112193636	-6.23322535316
5055	-6.85373191012	-14.8909040933
5056	25.5032792922	3.59918613296
5057	-14.4448467878	-12.9643254019
5050	-19.1924778869	1.30745536636
5051	3.32540103424	-17.4372024381
5052	-1.48403894172	-4.5607248189
5053	-4.63112399257	-7.1733299439
38569	-15.7497568032	5.17361113067
38568	25.3013204933	24.785656346
64907	-8.74921920028	-21.8076988505
38561	-6.37087408783	24.8299644465
38560	-14.8479567011	2.49046364566
38563	-3.47254767498	-35.1503061986
38562	-6.27300489074	-4.0856595108
38565	0.81100163752	-3.42502030205
38564	-18.2747371274	19.3394521341
38567	-5.70527008986	5.64466239487
22291	16.5695061378	15.6416787629
53561	-12.2066379581	20.5454162301
70138	-3.30440669698	17.3814513594
70139	-26.1998361003	14.7893986851
70136	-2.19772700576	19.5338204016
64902	12.7773423359	27.7700518458
70134	-4.68047933244	32.7954321942
70135	-4.81915119391	0.354955098763
70133	34.0451572372	2.92351231639
70130	22.1933295516	-7.90841677342
64903	-8.52505005228	17.888189746
18893	-22.1985081291	8.03732546329
18892	3.62415136177	-2.44949471693
18891	16.5853845424	21.1195141263
18890	26.2229848101	8.3880450928
18897	-25.8046552909	12.6835642064
18896	-23.2904440649	-20.1754704392
18895	12.2566892052	-18.34171911
18894	-32.7419232416	-0.841874589611
18899	-18.4787130492	11.6540528621
18898	-4.18070461877	4.20503143661
64038	13.0861124082	24.8113389495
48128	-14.539422024	23.3384170124
58300	-2.04882034671	-35.1568981152
67308	22.2957047523	-24.6402804832
69179	19.7451733228	-9.03325980459
69839	28.5958461987	-6.13949778059
69838	-18.7897499099	-23.730553681
64809	22.3240973913	-13.5634606724
68887	-3.59882967445	-35.1309635095
64039	-31.2758567192	-8.94648574278
64808	-30.2058083549	-1.42476082353
60939	3.90877737665	-22.5962300834
48129	-11.619402251	-2.56385076663
45443	18.2248945334	-2.89425228187
44221	-2.83153854931	-35.4284380718
44220	-32.1236930738	-0.223797688607
44223	15.5912337565	11.1761291814
