index	x	y
30922	-14.0560855449	-21.5856291115
11542	-17.8780442095	3.6005749836
11543	-12.4638560324	5.87421375767
11540	-8.5681919573	9.46250092846
11541	32.4082460425	-1.51351458718
11546	-27.5875860785	7.89930946424
11875	26.4317068674	2.27907122373
11544	-6.70748529734	4.97164076262
11545	-26.5004586715	22.6962412364
11548	24.5133575178	0.925681967546
11549	-11.2081059233	15.1064106396
58141	-14.8361194072	10.807149455
5988	5.54055139448	25.7285030578
5989	0.730725297992	7.89521397611
19399	-4.1776683614	32.473287414
19398	27.0383688036	17.9097248371
5982	-12.7900400273	7.92700336796
19396	-5.09299772772	-32.6784121118
19395	-21.3791697268	-7.3678823876
5981	-11.6705895827	13.2670578364
19393	24.0443947457	-10.4700742799
19392	-17.5603928725	4.09642787028
5984	-21.5415831328	-23.1184568031
5985	-27.7026894344	21.5636724576
53900	29.213619955	18.9383640838
57480	-14.8234190062	-28.4955220224
53902	-3.74499736235	3.4271804247
57482	24.5535940276	-10.8838434052
53905	-19.9771216591	-9.19884032841
27652	-0.130322729828	33.2471752819
53906	-5.72134927653	-31.0346867074
46139	-23.6567186348	18.5562167778
46138	25.0333245227	-0.840714213072
46137	14.671962658	17.593247647
46136	31.1377285624	-0.308310722636
46135	-16.9097674456	-9.71748849216
46134	12.807607476	-14.0243529463
46133	-15.1050593248	-11.9453027055
46132	-13.4941148311	-6.83039877812
46131	-9.40428633644	9.73272778597
46130	-18.6157927693	-13.3639138414
36707	1.47341595217	25.4206087699
53631	18.4105145244	-2.36480453543
36706	-25.9417454583	0.554650112843
11547	-18.781470376	19.0426927506
28561	-19.4189511057	-23.151868933
54544	17.7147004056	-18.4744003158
29940	-13.1894117583	-3.93069298234
11879	1.93057440003	-24.8941315596
270	10.0479611662	8.02650279882
271	-7.2516754164	16.6748273572
272	-8.37433252754	15.1977862938
19970	-13.4430107908	13.4190660979
274	8.84619665437	26.5466335545
16708	13.4348093675	18.5339946928
19975	14.299557302	-24.4597306285
277	-10.3738491002	20.8844938473
278	7.6562482695	8.74590459076
16704	-8.30515568081	-4.12265157438
16707	-3.6364646478	23.9816430015
16706	-22.6809836462	-6.10079672585
16701	8.92310875023	29.1840054303
16700	-22.3013474443	23.9071799993
16703	-23.7749008555	23.8915971492
16702	3.67218831848	-20.3804764354
42087	-4.39471323936	23.6859177249
12019	-18.1473317593	-7.46430000729
12018	-1.17521189142	-15.0999594677
42086	-27.8675431046	-2.99029601658
12015	2.15897136732	31.2160050372
12014	27.2355355291	-1.23241242261
12017	19.999677422	17.6144837813
12016	-6.07619374679	5.1848090848
12010	32.4194599465	-14.6939083326
12013	-17.604812887	10.6426202003
12012	13.2586141186	18.5203693979
52468	29.7811108648	-13.735412292
52469	29.023747845	21.8529704285
64676	9.40336941613	26.5199877557
42084	24.7869675417	9.24941774034
64670	12.3672433255	-18.9209145482
64671	-15.4405769399	-29.4789234139
64672	-17.7974466375	-0.368861113132
64673	-27.5115806965	-13.767662454
52460	-19.7461104548	4.43498374571
52461	-0.106648102589	33.160498498
52462	33.1017502305	11.2180935882
17253	0.969328414418	34.2124715098
52464	26.0287218096	8.33891124625
17255	-30.0652776963	-20.6136384908
52466	24.3765935947	-10.7695688713
17257	21.7787045427	16.5396852208
63024	12.909686424	-23.8293526045
10709	-0.156755486712	-22.332340863
10708	8.29066192765	3.50753027733
63020	6.24459802721	17.7760781299
63021	-15.5152784687	-2.98236623272
63022	-14.9247967647	-28.2751774838
9259	18.220078712	21.0740562434
10703	7.82840081997	-2.63043932358
10702	-12.0661269896	14.3964677929
9254	33.5253539166	-1.37300503932
10700	-1.66653339635	12.3799123973
53737	-14.3057719703	-26.6197077299
10706	-31.1115011601	9.59152648664
9250	-11.4182369949	12.4894996345
53734	6.4071273477	18.4926844817
46793	14.4924112927	-20.4173484197
46792	17.7902842321	-1.09451087541
43267	25.5958393513	17.5509204008
46790	9.40257523381	26.5325766967
21619	-2.64430294108	34.0704008798
46796	30.985030449	-0.968552084097
46795	-25.9950783639	20.2136012361
49565	30.9021301984	-0.996199728758
21614	-26.1975261434	19.8109499183
49567	11.2404373483	-35.4004385203
46798	-7.35103798394	-21.8330888567
49561	-3.98000141572	7.49260240887
49560	36.9998731821	-0.488103910254
49563	-0.136668044899	33.2468348624
49562	-19.3324602714	-23.179024269
1171	7.01324943067	5.22665032426
69170	-17.5908861948	0.966131028293
19397	-2.87268936132	35.6293389692
69172	11.9380010383	-24.5299465363
69173	-0.24859819183	-25.724717518
69174	-1.63599058948	6.60073344274
42089	-18.2017337416	-23.6698395105
45448	-7.75902992303	6.2774682038
45449	-16.2623361411	-24.0528868237
69178	-7.02446251686	35.1137555016
45447	-1.01834768085	4.98978936066
45444	3.19494761002	-10.1537127567
45445	-15.154214802	-29.7315396652
45442	4.51258359512	-23.8319803442
45440	35.5564959141	-1.82380794799
45441	-25.0524509912	-19.7908457451
44799	-25.3542811133	13.4300991054
44798	-1.975165262	-20.182901874
19394	-16.748533727	31.067465674
8955	4.68033760981	1.30050685636
62369	-5.13910770495	-33.7563459592
44791	-15.0643979419	5.8684683518
5986	2.93899206711	30.9240659566
44793	3.87458050976	-14.8874991656
44792	-12.5670523915	18.8002865137
44795	-25.3790006621	13.4137963315
44794	7.07400898704	-23.7851423763
44797	-24.9655773591	-19.5235443532
44796	-10.4639670745	-19.5583589978
46869	-25.612119813	24.292426349
46868	-14.4176686148	-0.658034002
20152	-28.7264533266	-20.0724001487
58079	-6.89470142392	-29.8857438122
58078	2.76024780462	-10.8557847383
46861	-24.9118641316	-19.4196105026
58074	-2.97259674616	4.3937557402
58077	-4.13478105906	23.9492114218
46862	13.6600032825	-21.0380533369
58070	13.1138678237	1.60674341688
46867	11.3978736755	-35.4115740174
58072	2.15192187467	-5.42397559301
54543	-16.4266532715	32.7565610224
32836	-3.82848867163	32.6996129979
48627	-2.1535654817	1.20627423589
20156	10.7246198786	-22.1174106862
22746	27.1435410444	23.4038788189
20159	-11.4860097855	-28.4295639231
33303	17.8761612427	-1.93526512895
20158	12.1910131182	-34.8071365116
6266	-24.8718432469	-3.83466170852
16768	-13.3991464919	11.8842627308
49443	-22.5650512658	1.01750186298
36421	-25.7996252678	1.44159656616
22744	4.20926817816	9.88735458002
13058	33.5772743093	-0.335654926048
13059	15.7726627873	24.2463719751
13052	-16.8464730536	-28.6214095172
13053	1.23023732554	32.6490956049
13050	-15.2765681656	-12.986905151
13051	-19.1520636394	-13.837868976
13056	25.4199019192	2.38386136263
13057	4.34065174986	28.7102435772
13054	14.5627278002	24.4079542624
13055	19.9548334119	21.0376858944
54170	5.59561669094	-17.9420423691
54171	-12.2082547013	-28.8349772048
54172	-3.06713975087	32.8542579235
54173	31.2045584509	-6.14898814877
54175	-28.1114056751	20.0206499831
54176	7.39596113977	-19.0744398086
54177	-28.0851520283	-7.26072175266
54178	-14.5813968236	-23.8799456395
54179	-19.4679194146	-15.4817331662
62089	31.3493713881	-1.01308059605
62088	-25.5253954663	0.542416999735
62085	-21.2670462832	8.41057321271
62084	22.0437520383	24.624873604
62087	30.7359425857	9.5369634996
62086	-15.5516811228	25.308892491
62081	-12.1675130392	-24.477815702
62080	-9.21041072316	28.8993255824
62083	-18.8395749697	-15.6873889253
62082	-2.9942532166	36.790964856
20258	-13.7949906929	8.11178017923
20259	-15.5488293809	25.3281310868
20252	-10.5450760415	9.5814012956
20253	1.01026519962	32.6960159663
20250	12.149189256	-5.96389639986
20251	-20.1117090695	-23.3260464981
20256	-14.5402453312	13.4164426702
20257	17.5264762089	1.03668021069
20254	-7.19712892435	6.65533973063
20255	-5.44077495463	34.0923243247
40966	16.6070284099	16.6083505443
40967	-4.19035478797	-32.0681617374
40964	-23.5589911769	6.59434368986
44424	-10.0827079498	-12.8822228061
40962	-29.6264262626	-18.6794662819
29768	-6.91232015952	5.54193118445
40960	-19.0483746531	-4.21395819866
44420	2.2600537855	-13.2567278532
29765	-13.9347676904	11.9082931366
36593	-3.02249610617	31.9718887945
29767	0.863126583583	33.7778315975
29766	-9.06285379272	20.1084081965
29761	-32.8404915708	-1.90340041308
29760	-1.56776901992	33.9688030132
