id	externalId
1000	37204046
1001	43504368
1002	39830751
1003	5842075
1004	1428048
1005	32258845
1006	1640736
1007	23252763
1008	39246316
1009	231475
1010	47204682
1011	6446044
1012	36625840
1013	74537
1014	6043780
1015	656608
1016	6851
1017	39323439
1018	1690432
1019	48712264
1020	5169996
1021	431014
1022	40401100
1023	7865977
1024	41776431
1025	30201005
1026	72453
1027	40008875
1028	14149346
1029	15886402
1030	45340529
1031	15739815
1032	26739428
1033	394792
1034	13229264
1035	1666667
1036	317647
1037	39469485
1038	382387
1039	177906
1040	4227
1041	872441
1042	32451592
1043	3427182
1044	39331496
1045	129585
1046	48557735
1047	14733483
1048	525305
1049	1128240
1050	230483
1051	5541530
1052	171026
1053	46849626
1054	39420909
1055	28134939
1056	39942410
1057	673407
1058	16578764
1059	1068520
1060	23778776
1061	42987347
1062	40236518
1063	39083980
1064	142435
1065	456601
1066	3478537
1067	1393739
1068	17871789
1069	54175
1070	20691749
1071	1745050
1072	31510744
1073	468326
1074	44626207
1075	46505
1076	168602
1077	1789996
1078	805053
1079	2876569
1080	14545761
1081	76018
1082	10061978
1083	43736667
1084	23813973
1085	51434509
1086	35899727
1087	68374
1088	615418
1089	638809
1090	44742143
1091	44430479
1092	18640429
1093	805097
1094	29007186
1095	46354432
1096	7047921
1097	2572851
1098	6322029
1099	3433026
1100	5456819
1101	46501469
1102	129602
1103	47790164
1104	598397
1105	210151
1106	37865847
1107	36495174
1108	49106962
1109	10193
1110	3487956
1111	29320113
1112	7668793
1113	2246413
1114	5788437
1115	42886
1116	142457
1117	76310
1118	47068428
1119	673613
1120	23941708
1121	13255982
1122	43788676
1123	40753440
1124	46223967
1125	142417
1126	375183
1127	29171676
1128	32220715
1129	48172889
1130	31676805
1131	36930332
1132	25920477
1133	28882162
1134	21132353
1135	265033
1136	163456
1137	10736919
1138	23810915
1139	29373289
1140	456588
1141	5574594
1142	48664657
1143	30818824
1144	352795
1145	826409
1146	422269
1147	12005
1148	15713038
1149	49269088
1150	2021400
1151	39157528
1152	49073629
1153	8994
1154	43539422
1155	466340
1156	3326435
1157	6446053
1158	168958
1159	4718783
1160	6268880
1161	581185
1162	1430396
1163	17544255
1164	301798
1165	48625370
1166	101914
1167	10149834
1168	6446061
1169	2032945
1170	17920
1171	1055466
1172	26302482
1173	38026731
1174	509792
1175	11223
1176	13901
1177	169788
1178	37599
1179	699208
1180	600320
1181	186856
1182	441315
1183	5313
1184	3060756
1185	7902455
1186	23883858
1187	10610533
1188	23135176
1189	28386410
1190	2819577
1191	40046890
1192	54540
1193	22216
1194	29462138
1195	2583417
1196	28272795
1197	1822067
1198	1228937
1199	449547
1200	32438858
1201	24586901
1202	6446062
1203	9264265
1204	47120822
1205	171160
1206	15762321
1207	47103892
1208	2008863
1209	6141751
1210	22547614
1211	35326709
1212	39377467
1213	479757
1214	152328
1215	35873410
1216	23286957
1217	23624157
1218	244610
1219	35874076
1220	40076837
1221	19942818
1222	99031
1223	6446036
1224	48936292
1225	17101981
1226	97758
1227	12481557
1228	882119
1229	26857099
1230	23966679
1231	21488473
1232	39311
1233	39196549
1234	511622
1235	32084755
1236	71473
1237	1126385
1238	18473521
1239	43169967
1240	44388848
1241	45137822
1242	44516918
1243	129246
1244	76630
1245	3911312
1246	48427372
1247	12160883
1248	25971350
1249	25212770
1250	12207260
1251	664402
1252	23941382
1253	4451435
1254	1752246
1255	23295795
1256	477099
1257	73444
1258	46745265
1259	45666409
1260	23091532
1261	51524
1262	38259957
1263	444267
1264	42579699
1265	6152265
1266	698969
1267	532618
1268	62440
1269	26466092
1270	48372999
1271	844078
1272	133671
1273	274258
1274	39553612
1275	20181213
1276	2112239
1277	36389682
1278	286266
1279	648921
1280	376485
1281	39923441
1282	43284811
1283	789903
1284	26717073
1285	566713
1286	680398
1287	541642
1288	20370386
1289	66870
1290	93760
1291	17923997
1292	381810
1293	654530
1294	983044
1295	27702708
1296	3217
1297	26639656
1298	25001260
1299	68092
1300	20348262
1301	3231682
1302	45196778
1303	39462241
1304	504242
1305	3252860
1306	46769739
1307	3636498
1308	872497
1309	3228403
1310	23690065
1311	44366827
1312	1380847
1313	34465253
1314	47101952
1315	36814246
1316	2361396
1317	308856
1318	737803
1319	2950304
1320	46580372
1321	637870
1322	45705427
1323	28327
1324	43292987
1325	705756
1326	685977
1327	24162851
1328	4639222
1329	1011468
1330	43653262
1331	24229540
1332	1051820
1333	37893814
1334	5565988
1335	543162
1336	21810192
1337	213275
1338	65669
1339	3244005
1340	716738
1341	26085510
1342	35818946
1343	44079493
1344	237303
1345	40243958
1346	44161867
1347	37491572
1348	29679260
1349	277148
1350	142461
1351	673472
1352	338869
1353	42414813
1354	26999426
1355	20469278
1356	5076487
1357	6223567
1358	204839
1359	461364
1360	39483120
1361	453236
1362	413207
1363	36181024
1364	4727
1365	7404698
1366	4016437
1367	2706589
1368	36872431
1369	684771
1370	62689
1371	74577
1372	38174667
1373	39574599
1374	39539793
1375	36929245
1376	1385251
1377	75222
1378	29165410
1379	692661
1380	2017211
1381	11762841
1382	13237979
1383	2571385
1384	19625929
1385	620034
1386	9199781
1387	1045457
1388	1883157
1389	9835
1390	2701261
1391	200694
1392	36663902
1393	4624749
1394	39469456
1395	534792
1396	76383
1397	39416541
1398	3600824
1399	39562097
1400	342741
1401	40589031
1402	4607980
1403	43343862
1404	43600786
1405	49751004
1406	45481
1407	568780
1408	13593548
1409	9088886
1410	39382704
1411	171626
1412	28075240
1413	32427039
1414	1689394
1415	5454803
1416	48359710
1417	43455222
1418	1102282
1419	39462105
1420	44208125
1421	31631257
1422	465470
1423	2748971
1424	42268753
1425	33498516
1426	44359598
1427	431333
1428	657797
1429	264943
1430	320496
1431	42060676
1432	36991870
1433	7984798
1434	1252250
1435	805120
1436	30275
1437	7570243
1438	3978441
1439	25519059
1440	45408821
1441	740744
1442	36800446
1443	42538917
1444	29657080
1445	42102864
1446	201534
1447	88075
1448	880056
1449	3894411
1450	7694669
1451	349941
1452	22224559
1453	5138153
1454	23514165
1455	45662591
1456	2793610
1457	45195623
1458	39384134
1459	5078515
1460	3090411
1461	2600144
1462	242539
1463	47157271
1464	41592837
1465	39473950
1466	34037062
1467	3676479
1468	68124
1469	905964
1470	709391
1471	1641890
1472	2222699
1473	3759215
1474	3079162
1475	418110
1476	40098531
1477	39308200
1478	697246
1479	10433895
1480	3276167
1481	1065748
1482	172965
1483	9264341
1484	442333
1485	31701975
1486	39518188
1487	39826036
1488	30603498
1489	19308640
1490	42946381
1491	241471
1492	18640305
1493	338962
1494	489800
1495	3825963
1496	3096492
1497	14241872
1498	10487
1499	32002101
1500	142469
1501	23228817
1502	42503719
1503	1134154
1504	26330002
1505	3598984
1506	12580152
1507	45393956
1508	3887451
1509	11665498
1510	149433
1511	12000
1512	1644192
1513	982874
1514	19844891
1515	168929
1516	43910621
1517	10780993
1518	28250083
1519	312757
1520	39321239
1521	412476
1522	223268
1523	46719542
1524	34228306
1525	1377427
1526	32291194
1527	2409484
1528	37680673
1529	34320167
1530	129410
1531	600351
1532	38739310
1533	6961461
1534	36233304
1535	129295
1536	47264356
1537	39067448
1538	47262276
1539	2296056
1540	400797
1541	591309
1542	157481
1543	47691144
1544	76366
1545	39411577
1546	5870858
1547	2688309
1548	1131021
1549	45338160
1550	22318957
1551	44168649
1552	1252259
1553	34443947
1554	27754718
1555	25517416
1556	3917873
1557	1282851
1558	4836072
1559	34888850
1560	42593959
1561	4550882
1562	103021
1563	39923427
1564	451821
1565	576198
1566	4604796
1567	842825
1568	8843403
1569	37886349
1570	607673
1571	39604047
1572	1607895
1573	42873351
1574	46296657
1575	19226290
1576	9617369
1577	47784899
1578	4102452
1579	2549266
1580	1047463
1581	38444154
1582	16782
1583	47182233
1584	780873
1585	46262761
1586	2450308
1587	20795243
1588	2253390
1589	7031132
1590	20326029
1591	47398374
1592	32954280
1593	29650834
1594	2461592
1595	39563430
1596	27485441
1597	25913752
1598	30578340
1599	1086550
1600	607444
1601	3536669
1602	48853857
1603	42740056
1604	1059280
1605	41385242
1606	35566754
1607	231486
1608	77744
1609	901489
1610	5425205
1611	48396738
1612	6446071
1613	766887
1614	454223
1615	48760224
1616	557036
1617	14899108
1618	49288993
1619	3185575
1620	2639650
1621	2486990
1622	29988111
1623	19078976
1624	43467062
1625	4608223
1626	14384820
1627	236651
1628	42020948
1629	75261
1630	4646185
1631	528464
1632	48914911
1633	22062835
1634	45075253
1635	999394
1636	21971275
1637	32491160
1638	12135919
1639	28174450
1640	1231877
1641	1571097
1642	26163290
1643	10746393
1644	1766226
1645	1259785
1646	1896864
1647	4223800
1648	12230323
1649	40119169
1650	1707516
1651	2706105
1652	163438
1653	8344046
1654	34996704
1655	33270
1656	1849258
1657	30076038
1658	265242
1659	491757
1660	76040
1661	13023421
1662	25780043
1663	28150124
1664	703687
1665	751724
1666	176545
1667	12621957
1668	1726126
1669	5869518
1670	639796
1671	7224803
1672	19958360
1673	46773587
1674	15122117
1675	46959412
1676	70647
1677	24083094
1678	1384107
1679	41850049
1680	39040501
1681	45271387
1682	76368
1683	7261333
1684	3367826
1685	6029546
1686	44390250
1687	48555548
1688	49709831
1689	1278961
1690	38306368
1691	872386
1692	47630975
1693	60164
1694	18953471
1695	41670200
1696	42147
1697	196176
1698	45568
1699	1332901
1700	27756811
1701	41440226
1702	46220189
1703	34137688
1704	45332769
1705	46751431
1706	49540032
1707	28027063
1708	1162528
1709	8219325
1710	103026
1711	36673810
1712	50710507
1713	15968423
1714	24048632
1715	307789
1716	39206198
1717	1440137
1718	41950130
1719	781629
1720	26790467
1721	28370997
1722	19562099
1723	2419316
1724	28014683
1725	1059701
1726	65436
1727	1424754
1728	3626050
1729	256713
1730	277149
1731	39359669
1732	45127687
1733	9541497
1734	1714278
1735	43257085
1736	31930998
1737	5930667
1738	31769881
1739	34702110
1740	92706
1741	468353
1742	28245273
1743	129524
1744	43461665
1745	142426
1746	37773629
1747	2763214
1748	4476914
1749	30840944
1750	39826333
1751	49173703
1752	397310
1753	265975
1754	35518523
1755	1173339
1756	16204877
1757	5836236
1758	433824
1759	133688
1760	34914699
1761	265143
1762	525113
1763	16881835
1764	37421987
1765	3623103
1766	39304174
1767	33641119
1768	27731736
1769	26349729
1770	40031799
1771	559847
1772	39719095
1773	39212450
1774	30471278
1775	37668619
1776	357473
1777	309070
1778	46561598
1779	1249349
1780	40183545
1781	732851
1782	47545165
1783	3360514
1784	171628
1785	4457806
1786	43031013
1787	2769128
1788	492056
1789	876872
1790	14942228
1791	17974588
1792	42128577
1793	32099336
1794	28842238
1795	962010
1796	2864621
1797	37688824
1798	703970
1799	19701
1800	561226
1801	34130
1802	41823997
1803	1884712
1804	73412
1805	600094
1806	24355231
1807	12319832
1808	1164544
1809	41588988
1810	36445936
1811	198313
1812	12732451
1813	697113
1814	190423
1815	35358089
1816	27923824
1817	417891
1818	41839006
1819	21164476
1820	32468604
1821	47027002
1822	13093495
1823	501340
1824	39378371
1825	1539714
1826	38806697
1827	37844127
1828	29783609
1829	47496109
1830	864183
1831	173941
1832	16770876
1833	38114017
1834	18640799
1835	14723194
1836	36317296
1837	12002
1838	46869270
1839	1452377
1840	1403888
1841	333735
1842	815934
1843	23829273
1844	43117035
1845	548669
1846	3954917
1847	726161
1848	695023
1849	5549065
1850	1524596
1851	2502451
1852	3876620
1853	2496169
1854	484102
1855	2063141
1856	36426373
1857	43853099
1858	6941760
1859	3837375
1860	2096043
1861	44236934
1862	34312285
1863	41891804
1864	32504587
1865	12507175
1866	451817
1867	17908468
1868	2886766
1869	35615581
1870	7733814
1871	348994
1872	920468
1873	47056238
1874	3380602
1875	695227
1876	39393591
1877	43275728
1878	1611072
1879	28273282
1880	41881
1881	43926532
1882	781758
1883	650219
1884	200626
1885	46387309
1886	2460704
1887	40098931
1888	1685440
1889	43077892
1890	6551171
1891	64657
1892	9183160
1893	308430
1894	42313
1895	1917925
1896	24725226
1897	151461
1898	725103
1899	675832
1900	26414
1901	1024501
1902	298566
1903	23011287
1904	46429405
1905	2071077
1906	1469871
1907	42597746
1908	43955132
1909	38261286
1910	39249275
1911	470185
1912	6976850
1913	34421028
1914	39921830
1915	22845644
1916	577152
1917	27658890
1918	10753947
1919	13114104
1920	426761
1921	1525408
1922	113442
1923	657446
1924	1047827
1925	20461830
1926	8078282
1927	2576917
1928	99463
1929	238810
1930	44383992
1931	48216064
1932	26012433
1933	24207129
1934	16596475
1935	92715
1936	42096432
1937	41965143
1938	23992760
1939	19895984
1940	4112888
1941	517376
1942	993226
1943	168593
1944	1489050
1945	20020813
1946	43627057
1947	1889426
1948	689611
1949	543433
1950	60293
1951	1474328
1952	19267703
1953	47538503
1954	25225244
1955	27265721
1956	318542
1957	241171
1958	21754296
1959	695283
1960	45685426
1961	23784006
1962	84931
1963	31024173
1964	43745741
1965	27863892
1966	5778040
1967	7883438
1968	5744162
1969	179326
1970	28190354
1971	39514096
1972	6984559
1973	44231002
1974	48551566
1975	6703617
1976	34222546
1977	255858
1978	42436932
1979	44528798
1980	23980112
1981	37245652
1982	48563394
1983	47860682
1984	30547958
1985	17055534
1986	1499102
1987	54160
1988	47549222
1989	171522
1990	38695726
1991	41695614
1992	19887961
1993	6098808
1994	187603
1995	3400189
1996	44006220
1997	5388717
1998	30695973
1999	89818
2000	39068499
2001	1958425
2002	4954774
2003	590462
2004	27079
2005	157172
2006	542094
2007	46264503
2008	450634
2009	42141285
2010	34569548
2011	568034
2012	2581392
2013	652539
2014	31754231
2015	5871867
2016	386124
2017	34025292
2018	2510385
2019	29139393
2020	32100598
2021	12139040
2022	4538840
2023	1120730
2024	154956
2025	249876
2026	1135295
2027	14746483
2028	35996674
2029	355548
2030	1613987
2031	5018573
2032	33442692
2033	1684625
2034	1732642
2035	44321327
2036	37074336
2037	37314908
2038	45289435
2039	1765026
2040	74868
2041	8454469
2042	34527794
2043	12981662
2044	883432
2045	4288473
2046	974837
2047	593127
2048	48522246
2049	241482
2050	9796711
2051	30548208
2052	15365850
2053	2028217
2054	1354688
2055	13514560
2056	26554437
2057	5399016
2058	45481406
2059	646009
2060	27905296
2061	1356971
2062	6238106
2063	24841297
2064	43263164
2065	43993734
2066	509676
2067	26252728
2068	21243373
2069	1164535
2070	2438208
2071	48217810
2072	922084
2073	18545794
2074	39586340
2075	164698
2076	695249
2077	48892189
2078	45265104
2079	12823099
2080	24717406
2081	1134373
2082	43453096
2083	47645983
2084	43980254
2085	320527
2086	39490590
2087	3226774
2088	12130331
2089	226198
2090	948337
2091	554858
2092	39386494
2093	29034540
2094	520990
2095	41883981
2096	40032707
2097	5444611
2098	105972
2099	40673836
2100	33757147
2101	605198
2102	47912489
2103	22824499
2104	7715229
2105	104916
2106	414180
2107	49270826
2108	3315411
2109	1112869
2110	23576946
2111	19861657
2112	23002264
2113	394536
2114	34574444
2115	2384482
2116	538995
2117	43297923
2118	33270522
2119	3182907
2120	1145800
2121	37322106
2122	58018
2123	15349469
2124	22830026
2125	31439778
2126	39645774
2127	19824573
2128	2038132
2129	883489
2130	27111227
2131	26508187
2132	22475851
2133	41561832
2134	1032620
2135	2394008
2136	42351444
2137	22967108
2138	46532767
2139	1508787
2140	44987041
2141	699609
2142	101523
2143	180606
2144	152058
2145	729979
2146	797363
2147	5515243
2148	32260
2149	12932741
2150	42151749
2151	17722145
2152	2876631
2153	675790
2154	594815
2155	3318002
2156	24131841
2157	158982
2158	3033993
2159	89397
2160	95953
2161	11988
2162	222500
2163	1044633
2164	366111
2165	14882944
2166	689785
2167	163459
2168	1830431
2169	5079650
2170	525486
2171	37256481
2172	17997162
2173	40852758
2174	34344124
2175	246963
2176	26946311
2177	163894
2178	41741578
2179	47608777
2180	113427
2181	29525315
2182	1510273
2183	2236976
2184	31057369
2185	22969169
2186	142423
2187	44129723
2188	194664
2189	2392280
2190	9175716
2191	6631824
2192	49631653
2193	41701322
2194	40199144
2195	948548
2196	4908352
2197	46389718
2198	386476
2199	12003
2200	1989045
2201	1499348
2202	41428044
2203	28891330
2204	31879136
2205	935847
2206	1134155
2207	275547
2208	74011
2209	38965811
2210	26319447
2211	40909639
2212	5533243
2213	1560455
2214	38663588
2215	3936140
2216	607735
2217	16002873
2218	14254136
2219	75933
2220	225476
2221	39243802
2222	2077360
2223	42331900
2224	17356798
2225	67417
2226	8737659
2227	3303413
2228	7764212
2229	99545
2230	106335
2231	7832768
2232	28236076
2233	4066047
2234	8586622
2235	1256990
