id	popularity
276	5.086866701635216E-4
277	2.0436434585078545E-5
278	1.360254450450361E-4
279	3.107474463443078E-5
280	2.692486966684865E-4
281	1.2844853305580303E-4
282	6.094599205275114E-4
283	2.8272400294103304E-4
284	5.8053007390417876E-5
285	6.001329602692078E-4
286	1.7007839749829054E-4
287	8.449992291683432E-4
288	2.1136556772969874E-6
289	0.0014177665225546545
290	3.3949192311679235E-4
291	2.3787307832316357E-5
292	4.902670399197673E-4
293	6.923911947388208E-4
294	3.960928504057611E-4
295	5.038893612754195E-4
296	1.3231587273184625E-4
297	1.6856528476020226E-4
298	5.9828536430141806E-5
299	2.4934795174580307E-4
300	3.5641550383640934E-4
301	1.776618715287157E-4
302	5.943776625956542E-5
303	4.4709563142840034E-4
304	2.7226146532390917E-4
305	2.8612006902788405E-4
306	4.587634069430229E-4
307	2.7552620304476574E-4
308	2.682487143103198E-4
309	7.665297407055696E-5
310	1.0082963042960929E-4
311	3.1014983988166716E-4
312	3.6029038829610575E-4
313	9.525559946268757E-5
314	1.252450417561961E-4
315	5.277878444757185E-4
316	2.3750833043005413E-4
317	1.4820238410837274E-5
318	6.619207348999655E-4
319	1.7274903042683505E-4
320	2.671913151009555E-4
321	3.812140649573532E-4
322	1.4218246294365967E-4
323	8.661510939115513E-4
324	3.476863715957156E-4
325	2.465736601634443E-4
326	3.5336619621168334E-5
327	1.5427756137588462E-5
328	2.0658465290990095E-4
329	2.560436847871812E-4
330	0.0024364738933235768
331	3.255419608519444E-4
332	6.213951323253536E-5
333	6.252471623636669E-4
334	0.0015522451261201205
335	5.168831194760024E-6
336	7.82702742996003E-5
337	1.3472912923856534E-4
338	2.0074072179181843E-5
339	2.4129422827771116E-4
340	0.0010510512769424185
341	3.516692007251115E-5
342	5.3162853289747213E-5
343	9.841957409205555E-7
344	6.027023803607649E-4
345	5.020442829902724E-4
346	1.7170673376724815E-4
347	4.845750563339949E-4
348	2.1211305180392727E-4
349	4.094307273440605E-4
350	4.269715845479913E-4
351	1.876878177220178E-4
352	4.84181660239788E-5
353	1.2548378612945512E-4
354	8.489387538188861E-6
355	3.069249452210804E-4
356	2.869710253414892E-4
357	5.959078137259665E-5
358	7.841977989840213E-5
359	6.327787903455118E-4
360	7.217934604142745E-4
361	2.2707479682933398E-4
362	3.737553224095395E-5
363	9.289691246766903E-4
364	1.1073702025133291E-4
365	2.7975756060102334E-4
366	9.928329377158208E-5
367	1.366472034202627E-4
368	8.891853838234296E-5
369	3.9517676846360694E-4
370	1.735660144359795E-4
371	1.4672298679263828E-4
372	3.1209377376227136E-5
373	2.537752994694143E-4
374	2.2649190770931022E-4
375	4.8476753547237444E-4
376	1.374936009723136E-4
377	1.0421334718959928E-4
378	3.640763083758729E-4
379	1.2771907752059388E-4
380	1.655433584272877E-4
381	3.760267303564377E-4
382	1.9888892638886111E-4
383	2.43129801288852E-4
384	8.062665366034475E-5
385	4.30998495993707E-4
386	7.324244647195706E-5
387	1.672396336495385E-4
388	5.76521022543435E-4
389	7.115862466592639E-5
390	1.5261401633648663E-4
391	2.8354708671471087E-4
392	7.32337798727586E-5
393	3.065606484036798E-5
394	2.4067166006393317E-4
395	2.8088063443023658E-5
396	2.6454513958604264E-5
397	3.487684383770123E-4
398	2.3270683066202018E-4
399	1.5616634667123171E-4
400	2.195348246050971E-4
401	4.572126948573322E-4
402	6.34864710025065E-4
403	5.836067213451325E-5
404	1.944187206333025E-4
405	8.198029833804765E-5
406	7.615284510583782E-5
407	0.001009234899925602
408	1.6449561800148E-4
409	2.571673423822734E-4
410	2.674421936988335E-4
411	6.273098876600082E-5
412	3.3060960275330196E-4
413	2.1384068339584374E-4
414	4.6448385887922006E-5
415	2.3552227278142887E-4
416	1.6400686629340866E-4
417	1.7680001695234484E-4
418	1.697864115492312E-4
419	6.909255501941681E-4
420	3.9860253902926497E-5
421	6.9773848435888E-5
422	7.221162319941335E-4
423	2.575172609412708E-4
424	1.1699459945862777E-4
425	1.454640638518874E-4
426	1.4578464260125095E-4
427	1.2450235857620746E-4
428	4.8586600740092194E-4
429	1.1671589430528918E-4
430	7.836149173908863E-5
431	5.961944755689008E-5
432	2.3138114206028428E-4
433	2.3339858281705862E-4
434	5.0900444532884035E-6
435	2.9965717402576057E-5
436	3.0445144255909854E-5
437	2.1842559077275722E-4
438	7.614972973097694E-5
439	1.4533576217861467E-4
440	4.402164993646871E-4
441	1.1930737821382297E-4
442	8.168889207681102E-5
443	1.585451988131833E-4
444	2.5087129394836923E-4
445	3.7726743575555846E-4
446	2.859130704783546E-4
447	1.4939236020062327E-4
448	5.345116817324958E-5
449	6.437377332463724E-5
450	2.4103905082251573E-4
451	1.324840052542559E-4
452	7.409408281304071E-5
453	4.925562631790975E-6
454	2.8975198539714505E-4
455	2.865004342765555E-4
456	6.363213453559274E-5
457	2.7733415754793176E-5
458	6.060972844889045E-4
459	5.305657288998195E-4
460	1.8646134136860958E-4
461	2.6093124515936785E-4
462	2.1686641608963832E-4
463	1.9455959539356804E-4
464	3.755801759573401E-4
465	1.4491451735314782E-4
466	5.049037926971506E-4
467	1.2982025025539226E-4
468	1.3858890119917245E-4
469	4.24438961082162E-4
470	1.2252840561748978E-5
471	2.2708910922906078E-4
472	1.5754318776672101E-4
473	0.0048539376769429895
474	1.23345569400013E-4
475	1.984839559619077E-4
476	6.322012112852992E-5
477	3.177921337419369E-4
478	3.341778942183369E-4
479	4.326221605406854E-4
480	2.7782914277751895E-5
481	2.1855395764967556E-4
482	6.529599783494002E-5
483	3.2754184266783323E-4
484	1.8439487303196405E-4
485	8.718851717631136E-5
486	2.705491553795875E-7
487	1.6496961825475886E-4
488	0.0025171318967902906
489	7.09641965562907E-5
490	3.994020422070759E-5
491	9.849277380828891E-5
492	4.6859355213822826E-5
493	2.9565551721033514E-4
494	1.1478880262330441E-4
495	8.330122921510498E-5
496	3.670720199396548E-5
497	1.2767844594743116E-4
498	1.340250743207572E-4
499	0.0012164223393247512
500	1.0202306893861978E-4
501	5.504286826627724E-5
502	3.923915212444747E-4
503	1.8922767647279397E-4
504	1.897588581676828E-4
505	1.3289762772759512E-4
506	7.3043288983256E-6
507	1.2308893456445456E-5
508	1.527640192125776E-4
509	3.919682152708757E-5
510	4.756329102107127E-6
511	7.565933999075085E-5
512	3.639017210199779E-4
513	5.9928475983472187E-5
514	0.00101744418204771
515	2.6617692883085757E-4
516	3.7318879438857028E-6
517	1.1138371704162145E-4
518	2.4206171975974403E-4
519	2.866750665164633E-4
520	3.1314267103365456E-4
521	2.288002618462461E-4
522	1.1419746793978874E-4
523	3.282403148584816E-4
524	1.6765358781912722E-4
525	7.254547591616209E-5
526	1.9640892223569874E-4
527	5.610532174364892E-4
528	1.623356901511395E-4
529	4.730078594056159E-5
530	3.676413637905992E-5
531	6.090434636179649E-5
532	1.9334027795163378E-4
533	3.185424493730612E-5
534	0.001280954946028052
535	2.2719657940946733E-4
536	2.488674203151835E-4
537	7.91198128272184E-4
538	3.6690562548656337E-4
539	6.082821384606405E-5
540	7.002703018762001E-5
541	8.302137542459013E-5
542	6.035812938602176E-4
543	2.7131059164356354E-4
544	2.118723642979112E-4
545	5.070291215744948E-4
546	3.061535432821673E-5
547	2.491003864785308E-4
548	1.016004353763322E-4
549	1.1941906068059643E-4
550	1.9371608580840509E-4
551	1.0040183040119756E-4
552	4.44980254178211E-5
553	1.7843656951479697E-4
554	1.273770174665784E-4
555	4.787648474416195E-5
556	9.096695175061558E-5
557	1.795566683437047E-4
558	1.356172019597879E-4
559	1.2803176796659707E-4
560	2.816377969831616E-4
561	6.493045664367214E-5
562	1.1997371239226874E-4
563	4.174128226213215E-4
564	4.45272217595465E-4
565	9.004481314707063E-5
566	3.5133375116057694E-4
567	3.5623118725286995E-5
568	1.6810445246508756E-4
569	3.130492184559302E-4
570	2.6461678012143594E-4
571	3.315810016281955E-4
572	6.651501009883778E-5
573	8.372125588261958E-5
574	6.221529033679322E-5
575	6.366289784873602E-5
576	3.993316869220036E-5
577	1.4532874134593921E-4
578	1.6921794683839422E-4
579	1.0091518044496843E-4
580	3.15477594215159E-4
581	1.6855285919594023E-4
582	8.895311074816098E-5
583	2.3555366762473804E-4
584	1.2278998991389694E-4
585	3.430769345682141E-5
586	5.012032620611019E-5
587	2.300163866784436E-4
588	6.499991527058331E-5
589	2.6300893583526975E-4
590	3.477672912751612E-5
591	4.358247391045632E-5
592	8.783749352601654E-5
593	5.473954927991054E-5
594	1.1684898046994828E-4
595	5.460488155299099E-4
596	2.1444289150417362E-4
597	9.638502415656021E-5
598	4.5029151392076906E-5
599	2.004493129013333E-4
600	5.687606503922115E-4
601	6.287431139878892E-4
602	1.3325842803755294E-4
603	1.7230383106430608E-4
604	6.998860160641748E-5
605	1.9069395617616324E-5
606	5.215720949614934E-5
607	1.4558594361281844E-6
608	4.924371965118251E-5
609	1.0120146825252253E-4
610	2.8520268562224397E-6
611	7.092301834231195E-5
612	1.366145713339397E-4
613	2.3706001882005883E-4
614	4.849435090562819E-4
615	2.153444966687612E-5
616	4.1064395024387586E-4
617	7.608979327098661E-5
618	1.71579548442294E-5
619	1.1898635393604923E-4
620	7.68968167217243E-5
621	1.5118937015503952E-4
622	4.7821070111274196E-5
623	8.82897558999752E-5
624	3.0005972387002076E-4
625	2.7714956181043804E-4
626	3.2943214570399065E-4
627	2.270397285065128E-4
628	1.7438050140509986E-4
629	2.730463148541891E-5
630	2.2636139886717059E-4
631	6.062999453963625E-5
632	4.6459001156453626E-5
633	1.3054874529669396E-4
634	1.0850795943616063E-4
635	6.968518786618434E-5
636	3.6537767602141544E-5
637	1.6838463995514503E-5
638	3.694063172546769E-5
639	1.5861983732652838E-4
640	8.138711539809875E-5
641	5.6361745947082306E-5
642	1.3865499236824622E-4
643	1.5650918074045845E-4
644	8.027923182297569E-5
645	1.348915172250303E-4
646	4.2321972215047675E-4
647	5.640772416434949E-4
648	1.7419814316235404E-4
649	1.8414462623118016E-4
650	1.253571005536583E-4
651	9.949095648830124E-5
652	3.6406043885663867E-4
653	6.150199566634765E-5
654	3.970884450729419E-5
655	3.932940291128176E-5
656	2.2208934835354853E-5
657	3.690689023944071E-4
658	5.446349364352443E-5
659	7.587597948528285E-5
660	7.375694560508495E-4
661	7.063576487045521E-5
662	3.226475020583586E-5
663	1.690471656218775E-4
664	1.1459894981460674E-4
665	8.475291175834392E-5
666	2.3952075979272964E-4
667	9.579906359924045E-5
668	3.0841708294860876E-6
669	5.674748777944931E-5
670	7.02911141469359E-5
671	3.681210946106108E-4
672	5.75135786665386E-5
673	9.1517560320135E-6
674	1.0481275584718784E-4
675	1.4815038281303886E-4
676	1.382671081967748E-4
677	4.6366119686433243E-4
678	8.779328454069217E-5
679	1.0367864637931087E-4
680	1.275540761829584E-4
681	1.1738224786253794E-4
682	1.0903342182835203E-4
683	5.38909472888032E-5
684	4.50121707227221E-4
685	2.8104056397969235E-5
686	6.097304063609381E-5
687	2.5286748088316645E-4
688	7.007881535678868E-5
689	1.492828636133972E-4
690	4.154334818788785E-5
691	1.8002750259017011E-4
692	1.422966232537372E-4
693	3.4520143231018353E-4
694	2.572280771557686E-5
695	3.394685302094486E-5
696	1.4389984699644123E-4
697	7.545692895943739E-5
698	9.774863651213801E-5
699	1.2396734295394728E-4
700	8.621202508791128E-5
701	6.284319931887932E-5
702	2.0805976794646545E-4
703	1.2355045859554014E-4
704	2.1321520263693745E-4
705	8.049986492094249E-5
706	3.14337293800187E-4
707	5.297293101918646E-5
708	7.573103216722877E-5
709	5.2626028408974745E-5
710	8.249255347430498E-5
711	3.221027638465689E-5
712	1.3308705675181556E-4
713	1.298367507603027E-4
714	1.0604249108258324E-5
715	7.80193809713845E-5
716	1.462696703813792E-4
717	5.724395869150573E-5
718	1.1581312561944112E-4
719	1.296502781243664E-4
720	8.589438796022621E-6
721	1.0878669810143133E-4
722	4.354761908170952E-4
723	2.740046958790373E-5
724	7.376049803742849E-5
725	7.476610327126245E-6
726	1.0239446717113558E-5
727	1.3447083149558243E-4
728	2.4315864513046396E-4
729	1.3046075692342777E-4
730	2.0629273715590127E-4
731	3.4922931250158673E-4
732	6.435858711617216E-5
733	4.5833805672116126E-5
734	1.0822747471462189E-4
735	7.927667922772942E-5
736	1.1576675131913771E-4
737	1.4247362006212608E-4
738	3.1594082910086274E-4
739	1.4341342895833408E-4
740	8.423599850892533E-5
741	1.1414068075783602E-4
742	2.6814457151492284E-4
743	2.104022633788214E-4
744	1.8880025389505638E-5
745	7.985068240933909E-6
746	2.8089772083285623E-5
747	3.0123190095061785E-5
748	8.617789719083923E-5
749	1.077958964295329E-4
750	2.3497629156960106E-4
751	2.5597365661700208E-5
752	7.531522351107664E-5
753	1.1450176651964777E-4
754	1.1964391917213358E-4
755	1.2279463684030203E-5
756	1.6340260230978846E-4
757	1.6344808403813546E-4
758	1.5941065924552844E-4
759	1.1160398830241845E-4
760	1.201263421546586E-4
761	6.887903637611569E-5
762	2.2306024553338913E-4
763	3.067122542878481E-4
764	1.7672202818097328E-5
765	2.3674305286846544E-4
766	4.0541984869930676E-5
767	2.1706854039781943E-4
768	1.7431551237261198E-4
769	3.784191270727659E-5
770	9.556507683159252E-5
771	1.4779393347776323E-4
772	6.430390047899303E-5
773	3.0370159792442718E-5
774	1.4764331593175985E-4
775	3.656435209805096E-4
776	6.50865555068147E-4
777	2.448384520846504E-4
778	8.238996997474756E-5
779	6.343950088216127E-6
780	5.9405250311779975E-5
781	1.0918334818987112E-4
782	7.54039249419364E-5
783	1.7186362995494318E-4
784	8.0738939926598E-5
785	1.7582495177653238E-6
786	8.585715658289716E-5
787	1.2296897588557669E-4
788	2.727342982264099E-4
789	6.483271195277938E-5
790	7.357693915420975E-5
791	8.685840911906225E-5
792	1.9244738610994985E-5
793	6.713610319526616E-5
794	1.0155950502859568E-4
795	0.0011496227715744115
796	6.0274510337067716E-5
797	1.4841775545404565E-4
798	8.924974571337903E-5
799	2.7267173104425984E-4
800	1.190141464721277E-4
801	4.175978282094639E-5
802	5.1367578215185345E-5
803	1.2897854600846007E-5
804	5.489305255656308E-5
805	1.1302513424278621E-4
806	3.08127236832735E-4
807	1.1925124181415446E-4
808	1.5466640469225795E-4
809	0.0018628685598956402
810	2.9318707127086777E-4
811	9.061095650119188E-5
812	3.8459058576470963E-5
813	1.860650972412751E-4
814	2.1835831262076143E-4
815	1.3358773659402642E-4
816	7.848717376282609E-5
817	1.1889830281312454E-4
818	1.6070863657507268E-4
819	2.1541028275192035E-4
820	6.008022349817388E-5
821	9.213628242709846E-5
822	2.581673976473251E-4
823	3.088508105555132E-5
824	3.994268152446172E-5
825	2.3867464841737781E-4
826	9.192263972234642E-5
827	3.854685142815429E-5
828	1.5970690296213404E-4
829	3.536124072695304E-5
830	1.3924627624666816E-4
831	4.081601086386468E-5
832	1.8428866607743023E-4
833	6.296957802811665E-5
834	1.856003439598411E-4
835	9.75283342353113E-5
836	2.0904331041559534E-4
837	1.354629220184731E-4
838	3.786720751276323E-5
839	1.1436413734603765E-4
840	6.017929094119441E-6
841	5.790172498927972E-5
842	1.7334447212331708E-4
843	7.532747170197324E-5
844	3.853450976496227E-4
845	5.3123292663244956E-5
846	3.046315768231348E-5
847	7.623610117192647E-5
848	3.0300778287436544E-5
849	4.261577530130418E-5
850	3.0969333609860315E-4
851	9.100071922638466E-5
852	3.3521686532861535E-4
853	2.2585441960015282E-4
854	4.2538426507940556E-5
855	1.0352382372250982E-4
856	1.2711689037851322E-4
857	2.621709505359256E-4
858	7.393877692415446E-5
859	1.0005844057670977E-4
860	2.299745011182882E-5
861	6.342844802393103E-5
862	1.0053631550162675E-4
863	4.475336998697284E-5
864	1.2241147698073765E-4
865	9.610545079996332E-5
866	4.7277949024739503E-4
867	8.716250850167832E-7
868	5.96818777483492E-4
869	1.3452791993243113E-4
870	4.1569099546766244E-5
871	1.998141254769078E-4
872	1.9841845094077334E-4
873	1.555697623938486E-4
874	9.51653057628426E-5
875	4.895671292316077E-5
876	6.173469557596028E-5
877	3.652525763004593E-4
878	0.0017227373771980627
879	1.0372899025242642E-4
880	2.7050186752622217E-5
881	6.952875077119932E-5
882	5.456463879030308E-4
883	1.400390571317419E-4
884	6.172084400992973E-5
885	3.293026494407781E-5
886	3.4439899435223674E-5
887	5.175645041526883E-5
888	5.3303639460725624E-5
889	7.310487278627627E-4
890	2.6538569456658453E-5
891	2.58574880630026E-4
892	9.189151847150411E-5
893	5.806334703303221E-5
894	9.862444893051248E-5
895	1.1176973762751813E-4
896	3.385578399412747E-5
897	5.241417450424753E-5
898	4.0415039433157015E-4
899	9.95656275694388E-5
900	2.561747832954761E-4
901	3.953122600227563E-5
902	1.8325290607526843E-4
903	1.2437575271612392E-4
904	2.0162076629522656E-4
905	5.217420964416661E-5
906	2.6531279985523966E-5
907	4.8743651346329334E-5
908	3.2805260609737587E-6
909	1.749059239166408E-4
910	4.1080532664963083E-4
911	5.8367153261775875E-5
912	3.121779684200373E-4
913	2.870698806923301E-5
914	0.0010423526023023999
915	3.2919309855061464E-5
916	8.680583037103023E-5
917	1.3916649102548725E-4
918	1.3007228893452302E-4
919	2.3343843132962195E-6
920	1.802089705109726E-4
921	1.0393073235901134E-4
922	1.1492711684467682E-4
923	1.4736320692882351E-4
924	1.3234514641653885E-4
925	1.1941144303140795E-4
926	7.084990125736615E-5
927	9.912859610477324E-6
928	1.7283446206806997E-4
929	9.906964075696196E-5
930	9.055754901936515E-5
931	6.68066009970284E-5
932	8.672034295692612E-5
933	4.208783395102037E-5
934	1.2005442032299464E-4
935	5.0526820366227034E-5
936	2.761711031977278E-4
937	3.4917821511926766E-6
938	9.872076906364495E-5
939	2.35588435319752E-5
940	5.8325447038069826E-5
941	3.4019920919665986E-5
942	9.298358837093863E-5
943	7.007350702645003E-5
944	0.0010638082161686768
945	9.003115816627017E-5
946	4.0160195920621044E-5
947	1.272767861251513E-4
948	2.0640923975673807E-5
949	4.381371754297084E-6
950	2.2084290156329357E-4
951	2.5708909000266678E-5
952	8.37890156014182E-6
953	5.532770974050533E-5
954	2.819366812041684E-4
955	4.087075377316722E-5
956	9.973595070530447E-5
957	1.0407196636704587E-4
958	2.44680163692797E-4
959	8.481930204189685E-5
960	6.195793907346621E-5
961	6.644107072962354E-4
962	4.342706621532675E-5
963	1.4482720971426608E-5
964	3.00546425395759E-4
965	7.223976010520283E-5
966	1.5882100208317637E-4
967	3.0191084467105605E-5
968	1.265300449758047E-4
969	7.622936649234299E-5
970	6.39217830494699E-5
971	2.519659045457024E-5
972	1.6742842204342585E-4
973	2.3858094628173243E-4
974	6.767594121924725E-4
975	3.583194264876723E-5
976	1.262685160552752E-4
977	2.042755911709729E-4
978	5.358251420120651E-5
979	3.785475782310844E-5
980	1.4998915324703738E-4
981	8.115966575584813E-5
982	3.985274036785231E-5
983	2.7016210298531465E-5
984	5.495172223635028E-5
985	3.443547982547293E-4
986	1.5315396362805002E-4
987	9.058575906024451E-5
988	3.466810441590004E-5
989	7.998205567532466E-6
990	1.053992144634962E-4
991	8.474019098383437E-5
992	5.614668681079295E-5
993	8.16213672004451E-5
994	1.5608191826715743E-4
995	3.714158368698846E-4
996	2.6573706572573167E-5
997	9.91080903805072E-5
998	5.338595893013789E-5
999	9.766577117682912E-5
1000	3.240630697145687E-5
1001	1.1784676361251625E-4
1002	9.338325848301887E-5
1003	6.704511074011538E-5
1004	8.488473706226045E-5
1005	1.2715468066237727E-4
1006	4.5168405662354625E-5
1007	2.1096842929412086E-4
1008	7.43014666077029E-5
1009	7.912622309981723E-4
1010	1.4816972402953782E-5
1011	8.77278230400882E-5
1012	5.9100107764059686E-5
1013	1.7331280507473906E-4
1014	2.1249587499041704E-5
1015	7.788953546916681E-5
1016	0.0018422813628104476
1017	4.146785222797654E-5
1018	5.3590172662183576E-5
1019	1.9086576570940636E-5
1020	3.979850929251014E-5
1021	1.2323358456287558E-4
1022	5.08035369487035E-5
1023	7.949381363009393E-5
1024	1.3427183675033679E-5
1025	1.0802391501434652E-4
1026	5.236187986156439E-5
1027	6.512231380315028E-5
1028	6.08073754986825E-5
1029	3.243480318284048E-5
1030	2.666183260858513E-5
1031	3.8638027952474027E-5
1032	4.862836208734576E-5
1033	1.2545603603181848E-4
1034	3.599189692296104E-5
1035	8.656813463405028E-6
1036	1.8915764576207415E-4
1037	2.8050537292484623E-5
1038	2.111497212566899E-4
1039	2.2002812517989657E-4
1040	1.1743838889393353E-4
1041	9.475076989432474E-5
1042	3.378833828608063E-5
1043	5.907918378236497E-5
1044	3.213436476839911E-5
1045	3.1898513432996597E-4
1046	1.0149609771533614E-5
1047	4.9638101695866654E-5
