id	popularity
1	0.001650296278287315
2	1.599637889266925E-5
3	9.102388704147071E-5
4	1.6210667766638348E-4
5	1.6440102551867585E-4
6	0.0013151496813592369
7	4.028118870296015E-5
8	0.02772661376310358
9	0.00467136604139567
10	0.001487557318799231
11	2.1950489767976648E-5
12	4.394868059157784E-4
13	0.0026698430272840603
14	0.003281257933304789
15	5.332244095161181E-4
16	1.4298925976143553E-4
17	1.3611068441808946E-5
18	2.399477354536197E-4
19	1.660520771767548E-4
20	6.61039433602568E-4
21	9.989332065662708E-5
22	7.73329473528422E-4
23	7.764194611738966E-4
24	0.0011196593534671872
25	3.6241180353572053E-4
26	8.494911343489398E-5
27	1.7275679529961028E-4
28	6.529818401409899E-4
29	1.4066542892849664E-4
30	0.001950338319143082
31	0.006337778699565679
32	7.356096154992966E-4
33	0.00151095258990466
34	1.3084423344390835E-4
35	3.084414900610849E-4
36	4.256392080347456E-5
37	1.7291839622641812E-4
38	2.961512372955106E-5
39	0.0012906571133386795
40	3.8648042322491154E-5
41	0.002405434355393664
42	6.488712820850981E-4
43	0.0012888395085180603
44	0.005196772155682433
45	2.532031243992498E-5
46	0.0010273182182558727
47	0.001712602583649243
48	3.0932843594715196E-5
49	0.002621727351212767
50	4.706619459411914E-4
51	7.33926632611681E-5
52	0.0016408887378990863
53	3.4901159087301754E-4
54	1.2635758489790537E-4
55	1.0362932318444545E-4
56	0.0027383765237774748
57	1.5335075318834528E-5
58	2.9063189157755995E-4
59	0.0038176178417763146
60	6.764458853719854E-5
61	4.8638047331053667E-4
62	0.0014915622585389605
63	0.0058997102954965455
64	3.5492756777377857E-4
65	1.111175626421792E-4
66	0.0021455975132942165
67	2.626768420905095E-7
68	0.0013611267522342261
69	2.0574064718493246E-5
70	9.585251106044137E-4
71	3.112773738278832E-4
72	8.291771796898024E-4
73	3.786628622142483E-6
74	0.0016839012467106393
75	1.9136397972939845E-5
76	0.001886407509980846
77	0.001007733773390246
78	0.0020452194499100368
79	0.0026298000932218563
80	8.877661000946273E-4
81	1.7797081549425808E-5
82	6.436840692114734E-4
83	4.2452714631056177E-4
84	0.0013098193005346454
85	0.0019692337481077076
86	0.001891327087731079
87	0.0023971040046414406
88	0.0010399337986661467
89	3.134335976033126E-4
90	3.844189512444588E-5
91	7.515745713171364E-4
92	0.0010360014984882422
93	9.203277957521999E-4
94	6.515853129416033E-4
95	6.255925000977103E-4
96	4.0911226944341045E-4
97	5.356020289543627E-4
98	1.433941932551989E-4
99	5.5206801336281205E-5
100	5.40492061844253E-4
101	9.565163380532098E-6
102	4.610229842861328E-5
103	1.715684384083497E-4
104	0.0011052146446017277
105	1.0582330307387742E-4
106	0.0011632146992059064
107	5.507018816929292E-4
108	1.5361564360449661E-4
109	6.195263532333764E-4
110	1.2822947911151538E-4
111	2.3851209834044785E-5
112	2.094122886402694E-4
113	1.6249835331478348E-4
114	3.1726882366397584E-4
115	0.00109551888060064
116	5.637385300550612E-4
117	2.90602373656624E-5
118	2.2541129962112046E-4
119	0.003041920616572464
120	9.357313709487306E-5
121	2.213922208651178E-4
122	3.269624099270028E-4
123	1.5666662422246654E-4
124	5.4262555816821764E-5
125	0.001138980825039421
126	1.1459712102503678E-4
127	6.533225291773523E-4
128	1.2733929174222925E-5
129	0.0012824019064003867
130	2.1559242481703777E-4
131	5.2172540197292905E-5
132	2.7518755888803886E-4
133	8.423512719493656E-4
134	1.6589575423099225E-5
135	7.482415661641465E-4
136	0.0010381732869573625
137	5.171217007883692E-4
138	4.885692019031998E-4
139	5.626608278153635E-4
140	6.177619013239622E-5
141	6.629043006780215E-4
142	0.0013742182029140432
143	1.9249377890766565E-4
144	8.9709686559137E-4
145	3.629641842975235E-4
146	5.904649343266581E-4
147	3.1965253681133347E-4
148	3.413147490768989E-4
149	0.0014158519522013547
150	2.289626330377292E-4
151	1.4534845041983487E-4
152	5.353154381920495E-6
153	0.0014927309523106072
154	7.750782937026067E-4
155	4.401532783783979E-4
156	0.001114845011600906
157	0.0010467239401733093
158	1.981285029013738E-4
159	4.6382581967540504E-4
160	8.124709660491445E-4
161	4.947025695187695E-4
162	1.6965207826410437E-5
163	2.5300252388791043E-4
164	6.231604822735835E-4
165	5.597856799660181E-4
166	5.53028952017313E-4
167	2.36806144810192E-4
168	9.664878587270623E-4
169	6.995368212514082E-4
170	0.0023214793339531043
171	1.2173691990627884E-4
172	2.902541428911633E-4
173	0.005475716629624401
174	0.0011977014719719665
175	4.381021517539296E-5
176	9.534783347323493E-5
177	1.1201073612870467E-4
178	3.60973513631716E-4
179	4.327166410388778E-4
180	0.001318124057800994
181	2.1886572801934771E-4
182	9.940157007652295E-4
183	1.6680194758330027E-4
184	7.137930033520786E-4
185	1.0626415508073689E-6
186	7.907329339209506E-4
187	3.4978737665238545E-4
188	1.8878645940614334E-4
189	3.539224028419272E-4
190	1.0248037680716493E-4
191	2.142719898607844E-5
192	6.952504384549209E-4
193	4.0211946748151394E-4
194	3.018182714042461E-4
195	3.533647941860896E-4
196	3.2951200246969547E-4
197	2.86642430168934E-4
198	5.736191699132438E-4
199	2.3371082696810585E-5
200	1.913099378153916E-4
201	1.0866929813088571E-4
202	6.527635678091519E-4
203	1.6598207389729557E-4
204	3.814255931362155E-4
205	7.274095662002336E-5
206	4.035895065730065E-4
207	1.0411180285839468E-4
208	1.7565414388208598E-4
209	3.333897600814873E-4
210	1.0252931240080174E-4
211	3.4780927582060396E-4
212	4.766013103334655E-4
213	0.0015099946037110405
214	9.847287131318036E-4
215	3.992464571058596E-4
216	4.6111995052978585E-5
217	1.813454955228503E-4
218	0.0013313632878168501
219	4.3929575059659467E-4
220	1.4832805037430196E-4
221	1.5116514984890509E-5
222	4.212516894880115E-4
223	2.4302717941408813E-6
224	1.0277517330232764E-4
225	3.5212154999606686E-4
226	1.7578295525943121E-4
227	1.0131086637460063E-4
228	1.7138669501842212E-4
229	3.144139968228675E-4
230	3.032422123529596E-4
231	2.5534406355822017E-4
232	1.4190579058258408E-4
233	4.904460473446198E-5
234	2.8420362943584374E-4
235	3.7349939009443354E-4
236	1.454806304460928E-5
237	2.2116944969754907E-4
238	5.575497788296426E-4
239	3.523491367650113E-4
240	2.2538724204335987E-4
241	2.140810126441041E-4
242	7.91413031148341E-6
243	0.00131628915368738
244	9.545600850618094E-4
245	1.8118594226824925E-6
246	6.278075808429135E-4
247	6.230400914556033E-5
248	7.900296953376755E-5
249	3.277377759056194E-4
250	0.001281697405248378
251	3.542559670148836E-4
252	7.351901200553549E-4
253	1.3580380667608283E-4
254	8.064592067457084E-5
255	2.7387722539397153E-5
256	6.97861291207006E-4
257	1.7567169069821673E-6
258	8.529563201361848E-4
259	5.534587777635343E-4
260	5.353907001118081E-4
261	2.3439960475562904E-5
262	7.11656855481893E-4
263	3.007217064157136E-4
264	2.0217257903357765E-4
265	2.581405915776101E-4
266	1.8067232895081645E-4
267	0.0020396863218867115
268	9.293371613159974E-5
269	6.779789329955207E-5
270	2.020619106141143E-4
271	3.122269902178003E-4
272	1.4190969953884952E-4
273	6.108044230249852E-4
274	5.304555709522485E-5
275	1.940601678931095E-4
